calling_component_name,called_component_type,application_name,application_owner,instance
JRCB0005,COBOL,Conversions (Cycle J IV - TracJ),"Hutto, Amy",Newyork
POEB0118,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PCCB8106,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8107,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8109,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8110,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8111,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8114,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8116,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8121,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8132,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8134,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8137,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
POEB0046,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PCRB0835,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0855,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCBPMEX,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0900,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCBLOXM,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PPYE0200,COBOL,Policy Pages,"Hutto, Amy",Newyork
PRAB155X,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB1540,COBOL,Rerates,"Hutto, Amy",Newyork
PCEB0600,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
CPEB0730,EZPLUS,Policy Remarks,"Hutto, Amy",Newyork
PPYE2000,COBOL,Policy Pages,"Hutto, Amy",Newyork
PMSA100X,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
PMSE0130,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
PPIE0005,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPIE0010,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPIE0015,COBOL,Policy Pages,"Hutto, Amy",Newyork
PCEB1430,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1440,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1450,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PPIE0025,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPIE0030,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPIE0035,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPIE0040,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPIE0045,COBOL,Policy Pages,"Hutto, Amy",Newyork
PCCB0121,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PPYE0025,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0035,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0040,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0050,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0100,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0105,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0110,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0115,COBOL,Policy Pages,"Hutto, Amy",Newyork
PCAB0060,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0061,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0150,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0155,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0350,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1200,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1210,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1215,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1220,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1225,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1230,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1240,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1250,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0451,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0452,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0453,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0454,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0455,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0456,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0457,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0458,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0459,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0460,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0461,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0603,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0605,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0620,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0625,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0810,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0815,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0721,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0278,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0285,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0286,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1320,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1330,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB1340,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PPYE0005,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0010,COBOL,Policy Pages,"Hutto, Amy",Newyork
PCCB0804,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0806,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
APC670,PROC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PGXE0200,COBOL,Omega Letter Generation,"Hutto, Amy",Newyork
PCEB0085,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB6000,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PMSE0100,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
PMSE0110,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
PMSE0120,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
PCCB0035,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0036,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PPFE0015,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPFE0020,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0060,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0065,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0070,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0075,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0080,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0085,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYA0200,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPYE0205,COBOL,Policy Pages,"Hutto, Amy",Newyork
PCCB0010,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0800,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0820,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0820,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCBRPXM,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PPFE0105,COBOL,Policy Pages,"Hutto, Amy",Newyork
PCEB0399,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB0856,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8244,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB8212,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PPFE0100,COBOL,Policy Pages,"Hutto, Amy",Newyork
PPFE0025,COBOL,Policy Pages,"Hutto, Amy",Newyork
PREB9010,COBOL,Rerates,"Hutto, Amy",Newyork
PREB9020,COBOL,Rerates,"Hutto, Amy",Newyork
PCCB0045,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PRCB9004,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9006,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9003,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9061,COBOL,Rerates,"Hutto, Amy",Newyork
PREB9000,COBOL,Rerates,"Hutto, Amy",Newyork
PRAB200,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB1530,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB1520,COBOL,Rerates,"Hutto, Amy",Newyork
PLCB0021,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLEB0020,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLCB0010,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLEB0010,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLCB0110,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLEB0110,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLCB0300,COBOL,Omega Lit,"Hutto, Amy",Newyork
POCB0745,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PLEB0140,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLCB0150,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLEB0060,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLEB0080,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLEB0095,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLEB0100,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLCB0030,COBOL,Omega Lit,"Hutto, Amy",Newyork
PLEB0030,COBOL,Omega Lit,"Hutto, Amy",Newyork
PMAB991X,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
POCB0050,COBOL,Omega Reissues,"Hutto, Amy",Newyork
APM990,PROC,Policy Master Record Inquiry,"Hutto, Amy",Newyork
PMCBUTL2,COBOL,Policy Master Record Inquiry,"Hutto, Amy",Newyork
POCB8249,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0030,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0005,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0100,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0105,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0170,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0220,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0500,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0145,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0290,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0250,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0288,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0180,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0190,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB3000,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0700,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0710,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0770,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0770,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0720,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0730,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0740,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB510A,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0600,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0605,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0500,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0510,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0450,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0400,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0410,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0420,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0430,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0460,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0440,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0650,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0700,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0640,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0640,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0641,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0642,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0643,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0150,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0715,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB0715,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0160,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POCB0750,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB510C,COBOL,Omega Reissues,"Hutto, Amy",Newyork
POEB510B,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PPEB0200,COBOL,Policy Pages,"Hutto, Amy",Newyork
PRCB2003,COBOL,Rerates,"Hutto, Amy",Newyork
PCCBROPA,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PRCB0010,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0090,COBOL,Rerates,"Hutto, Amy",Newyork
PREB9920,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9010,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0160,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9625,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9615,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9710,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9715,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9752,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9754,COBOL,Rerates,"Hutto, Amy",Newyork
PREB7000,COBOL,Rerates,"Hutto, Amy",Newyork
PREB7010,COBOL,Rerates,"Hutto, Amy",Newyork
PREB7020,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB9090,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0310,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0320,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0340,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0350,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0360,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0370,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0450,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0460,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0390,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0400,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0470,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0480,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0490,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0500,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0510,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0075,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB0900,COBOL,Rerates,"Hutto, Amy",Newyork
PRCB0910,COBOL,Rerates,"Hutto, Amy",Newyork
PRAB0920,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0930,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0601,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0603,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0605,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0610,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0620,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0640,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0645,COBOL,Rerates,"Hutto, Amy",Newyork
PREB0650,COBOL,Rerates,"Hutto, Amy",Newyork
PRAB1000,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1000,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1010,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1020,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1030,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1040,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1060,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1070,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1080,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1090,COBOL,Rerates,"Hutto, Amy",Newyork
PREB1200,COBOL,Rerates,"Hutto, Amy",Newyork
NP98990,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
PRCB0040,COBOL,Rerates,"Hutto, Amy",Newyork
PCEB0630,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0760,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0755,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0756,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0757,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
POEB0801,COBOL,Omega Reissues,"Hutto, Amy",Newyork
PCEB0256,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0761,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCCB7000,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0099,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0754,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0420,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0430,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0440,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0445,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
PCEB0450,COBOL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",Newyork
NP01290X,COBOL,Life 70 - Underwriting,"Hutto, Amy",Newyork
PPBE0500,COBOL,Policy Pages,"Hutto, Amy",Newyork
NAT2NYP,PROC,Actuarial,"Hutto, Amy",Newyork
WWCB0900,COBOL,"Policy Services Workflow
Owner: Amy","Hutto, Amy",Newyork
WWEB0001,COBOL,"Policy Services Workflow
Owner: Amy","Hutto, Amy",Newyork
WWEB0002,COBOL,"Policy Services Workflow
Owner: Amy","Hutto, Amy",Newyork
ZJEB0110,COBOL,EAS - Emergency Advisory System,"Hutto, Amy",Newyork
ZJEB0115,COBOL,EAS - Emergency Advisory System,"Hutto, Amy",Newyork
ZJEB0120,COBOL,EAS - Emergency Advisory System,"Hutto, Amy",Newyork
ZJEB0080,COBOL,EAS - Emergency Advisory System,"Hutto, Amy",Newyork
ZJEB0090,COBOL,EAS - Emergency Advisory System,"Hutto, Amy",Newyork
ZJCB0100,COBOL,EAS - Emergency Advisory System,"Hutto, Amy",Newyork
ZJCB0200,COBOL,EAS - Emergency Advisory System,"Hutto, Amy",Newyork
